,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
POLG2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7349029468752e-05,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLR2J3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85728619676545e-05,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00228111261722206,0.351,NA,NA,NA,NA,NA,NA,0.00144192267203542,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00340389996123708,0.38,NA,NA,NA,NA,NA,NA,4.24805776318886e-05,0.429,NA,NA,NA,NA,NA,NA
POMT2,0,0.766,0,0.388,NA,NA,0,0.93,0,0.396,0,0.784,NA,NA,0,0.906,NA,NA,0,0.652,NA,NA,0,0.933,NA,NA,0,0.67,NA,NA,0,0.666,NA,NA,0.00453162904108504,0.252286178422171,NA,NA,0,0.887,NA,NA,0,0.543,NA,NA,0,0.956,0,0.41,0,0.798,NA,NA,0,0.834,NA,NA,0,0.511,NA,NA,0,0.951,7.51203899084837e-11,0.311,0,0.699,NA,NA,0,0.49,NA,NA,0,0.435,NA,NA,0,0.573,NA,NA,0,0.422
PPIEL,NA,NA,0.00433389081033207,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00893098649529092,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105680748627947,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091127819246902,0.368,0.0265256005212184,0.305,NA,NA
PPIP5K2,NA,NA,NA,NA,NA,NA,2.10174771533661e-05,0.252562606007147,NA,NA,NA,NA,NA,NA,1.96960169109877e-06,0.259155551664146,NA,NA,NA,NA,NA,NA,6.30731671123803e-07,0.286385588952867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50550832516718e-06,0.253043826602386,NA,NA,NA,NA,NA,NA,1.08305072703549e-06,0.287505173072317,NA,NA,NA,NA,NA,NA,0.000154736390519736,0.262086600299186,NA,NA,NA,NA,NA,NA,0.000238424833989242,0.293986917079954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPP2R2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0484302250674229,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRICKLE1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9374,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRKACB,NA,NA,NA,NA,0.9636,0.3883,0.9905,0.4033,NA,NA,NA,NA,0.9988,0.4229,1,0.4664,NA,NA,NA,NA,NA,NA,0.9956,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6015,1,0.6178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9922,0.4102,0.9979,0.4434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRKCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233156713892945,0.293069248198402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUNE2,0,0.494,NA,NA,NA,NA,0,0.65,NA,NA,0,0.319,NA,NA,0,0.335,NA,NA,NA,NA,NA,NA,0,0.43,NA,NA,NA,NA,NA,NA,0,0.335,NA,NA,NA,NA,NA,NA,0,0.427,NA,NA,NA,NA,NA,NA,0,0.347,NA,NA,NA,NA,0,0.419,NA,NA,NA,NA,NA,NA,NA,NA,1.71207116859465e-10,0.3,NA,NA,NA,NA,0,0.472,NA,NA,NA,NA,NA,NA,0,0.452,NA,NA,NA,NA,NA,NA
PTP4A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001596954256527,0.621286933961466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6041,1,0.6792,NA,NA,NA,NA,NA,NA,NA,NA
RAB2B,NA,NA,NA,NA,0.00199682193371149,0.427048945195038,0.000316107055027372,0.490414218334802,NA,NA,NA,NA,0.0191164124241138,0.377426693124393,0.00316280573826763,0.441387854835264,NA,NA,NA,NA,0.00280213309127259,0.474445990879854,0.000491815912277157,0.53812530181282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0334025794145558,0.325265607648073,0.00379750208875596,0.389294438877261,NA,NA,NA,NA,0.000875663025319416,0.470911668031808,0.000152825531464894,0.534123552526903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD51B,NA,NA,NA,NA,0.0215792160017163,0.290709973127544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAF1,NA,NA,NA,NA,1.48117072404479e-07,0.306778631389725,9.39183853170274e-08,0.339852958991567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44813731668342e-08,0.305963623279294,5.09334039244178e-08,0.338952302078079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAP1A,NA,NA,NA,NA,NA,NA,0,0.42,NA,NA,NA,NA,NA,NA,0,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAPGEF1,0,0.314,NA,NA,NA,NA,0,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.339,NA,NA,NA,NA,NA,NA,0.000217445425178768,0.257749598902559,NA,NA,NA,NA,NA,NA,0,0.445,NA,NA,4.15064349629559e-05,0.297752654480234,NA,NA,NA,NA,NA,NA,NA,NA,7.12836779102458e-05,0.366551308854173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.325,NA,NA,NA,NA,NA,NA,0.000571513608508091,0.289277514421818,NA,NA,NA,NA,NA,NA
RARS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,0.3521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBBP8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026796105031366,0.366076554879446,0.00653900692645084,0.339195279991188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBKS,NA,NA,NA,NA,NA,NA,0.9469,0.4857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00369185398570976,0.573954116232933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC1,NA,NA,NA,NA,NA,NA,0.0262817105837952,0.526690927944866,NA,NA,1,0.4583,NA,NA,3.27758412345481e-05,0.473641775763388,NA,NA,0.9999,0.4397,NA,NA,2.32428339217103e-05,0.532524334846177,NA,NA,0.9999,0.4441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5062,NA,NA,0.994,0.4085,NA,NA,7.98672168680336e-05,0.557420985400688,0.9432,0.365,0.0274109481912022,0.598356259591353,NA,NA,1,0.4732,NA,NA,0.953,0.3729,NA,NA,0.00834711646521035,0.581205512091092,NA,NA,1,0.4615,NA,NA,0.9635,0.3741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75842013030388e-05,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9983,0.4144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REXO5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0249682518237961,0.329431581530964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGS3,NA,NA,NA,NA,NA,NA,0.00315140282296942,0.297031609989924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00827898011876841,0.268528524823493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIN3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000802901091343988,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00115880472000738,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNF213,NA,NA,NA,NA,NA,NA,1.63960640017076e-05,0.30776507839333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00259273816564442,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24341482235075e-05,0.36,NA,NA,NA,NA,NA,NA,8.826394974439e-06,0.36,NA,NA,0.0027517900629752,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000339040525327515,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPL14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00995851364957726,0.394753961104947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPS15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165500572322861,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00432559753867484,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236303633366519,0.347,NA,NA,NA,NA,NA,NA,0.0374144347488325,0.383,NA,NA
RTN4,NA,NA,NA,NA,NA,NA,0.00162961862313002,0.354577851545149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00609464551207777,0.355137407396655,NA,NA,NA,NA
SAR1A,1,0.7061,NA,NA,NA,NA,0.9997,0.6964,NA,NA,0.9549,0.4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9929,0.5962,NA,NA,NA,NA,0.9873,0.5782,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7211,NA,NA,0.9594,0.4797,0.9713,0.5641,NA,NA,NA,NA,NA,NA,1,0.7231,NA,NA,NA,NA,NA,NA,0.9423,0.496,NA,NA,NA,NA,NA,NA,0.9868,0.6148,NA,NA,NA,NA,NA,NA,0.9986,0.6629,NA,NA,NA,NA,NA,NA
SCLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00874029192083517,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000738231355812566,0.439,NA,NA,NA,NA,NA,NA,0.0123451306361386,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCO1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46642193650254e-07,0.302503303900599,4.35418181541264e-08,0.305197847429483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.361,0,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.367,0,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDCBP2.AS1,NA,NA,NA,NA,NA,NA,1.06635840929271e-06,0.414,0.00449226263725083,0.303,0.0199095405719943,0.331,NA,NA,2.91476492483735e-05,0.406,0.0061052481084274,0.301,0.0235487866111223,0.329,8.99065011756495e-07,0.301,8.79885187746579e-07,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126897303339598,0.352,NA,NA,NA,NA,3.42955497334173e-09,0.325,4.85287940266691e-09,0.445,0.00163398774974517,0.326,0.00711457876028576,0.354,1.00623192902162e-05,0.307,6.89408047031606e-06,0.427,NA,NA,NA,NA,1.36118846230636e-06,0.319,7.03166485876943e-07,0.439,NA,NA,NA,NA,NA,NA,0.00281761539210781,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDR42E1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9062,0.4872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SENP6,1,0.74,NA,NA,0,0.354,0,0.652,NA,NA,1,0.5509,NA,NA,1,0.7667,NA,NA,NA,NA,NA,NA,0.00347894394596894,0.257214983934825,NA,NA,0.9828,0.4325,1.12153549190086e-08,0.323604639351036,1,0.5385,NA,NA,NA,NA,NA,NA,0.0109471058439222,0.264294123676239,NA,NA,NA,NA,NA,NA,0.00240157662153586,0.259402661577904,NA,NA,0.9828,0.4296,6.48499245786504e-09,0.348661315412708,NA,NA,NA,NA,NA,NA,0,0.304,0.9965,0.4563,NA,NA,NA,NA,3.84897858294751e-07,0.473669264139202,NA,NA,NA,NA,NA,NA,0,0.303,NA,NA,NA,NA,NA,NA
SERGEF,2.31599128337632e-05,0.253778290139916,NA,NA,NA,NA,2.23259316825939e-05,0.2675735234034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20769751429392e-05,0.251357299200138,NA,NA,NA,NA,NA,NA,6.46020278842116e-05,0.252153834124462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04971338122296e-05,0.251966059624986,NA,NA,NA,NA,0.045520758196557,0.331767150130727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265728153662784,0.34094010785593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
